time,temperature_2m,precipitation,relative_humidity_2m,city,latitude,longitude,elevation_m
04/01/2025 15:00,-1.5,0,71,Denver,39.7392,-104.9903,1599
04/01/2025 16:00,-0.8,0,66,Denver,39.7392,-104.9903,1599
04/01/2025 17:00,-0.4,0,62,Denver,39.7392,-104.9903,1599
04/01/2025 18:00,-1.4,0,68,Denver,39.7392,-104.9903,1599
04/01/2025 19:00,-2.3,0,71,Denver,39.7392,-104.9903,1599
04/01/2025 20:00,-3.5,0.4,80,Denver,39.7392,-104.9903,1599
04/01/2025 21:00,-3.8,0.1,83,Denver,39.7392,-104.9903,1599
04/01/2025 22:00,-3.9,0.1,83,Denver,39.7392,-104.9903,1599
04/01/2025 23:00,-4.3,0,84,Denver,39.7392,-104.9903,1599
05/01/2025 00:00,-4.7,0,85,Denver,39.7392,-104.9903,1599
05/01/2025 01:00,-4.9,0,82,Denver,39.7392,-104.9903,1599
05/01/2025 02:00,-5.1,0,80,Denver,39.7392,-104.9903,1599
05/01/2025 03:00,-5.6,0,81,Denver,39.7392,-104.9903,1599
05/01/2025 04:00,-6.1,0,81,Denver,39.7392,-104.9903,1599
05/01/2025 05:00,-6.3,0,81,Denver,39.7392,-104.9903,1599
05/01/2025 06:00,-6.5,0,81,Denver,39.7392,-104.9903,1599
05/01/2025 07:00,-6.8,0,80,Denver,39.7392,-104.9903,1599
05/01/2025 08:00,-7.8,0,77,Denver,39.7392,-104.9903,1599
05/01/2025 09:00,-8.3,0,80,Denver,39.7392,-104.9903,1599
05/01/2025 10:00,-8.6,0,80,Denver,39.7392,-104.9903,1599
05/01/2025 11:00,-8.4,0,78,Denver,39.7392,-104.9903,1599
05/01/2025 12:00,-7.3,0,71,Denver,39.7392,-104.9903,1599
05/01/2025 13:00,-5.4,0,62,Denver,39.7392,-104.9903,1599
05/01/2025 14:00,-4.4,0,58,Denver,39.7392,-104.9903,1599
05/01/2025 15:00,-3,0,53,Denver,39.7392,-104.9903,1599
05/01/2025 16:00,-2.3,0,50,Denver,39.7392,-104.9903,1599
05/01/2025 17:00,-1.9,0,49,Denver,39.7392,-104.9903,1599
05/01/2025 18:00,-2.1,0,49,Denver,39.7392,-104.9903,1599
05/01/2025 19:00,-2.8,0,52,Denver,39.7392,-104.9903,1599
05/01/2025 20:00,-3.2,0,62,Denver,39.7392,-104.9903,1599
05/01/2025 21:00,-3.6,0,64,Denver,39.7392,-104.9903,1599
05/01/2025 22:00,-3.9,0,65,Denver,39.7392,-104.9903,1599
05/01/2025 23:00,-4.4,0,69,Denver,39.7392,-104.9903,1599
06/01/2025 00:00,-4.8,0,71,Denver,39.7392,-104.9903,1599
06/01/2025 01:00,-4.8,0,72,Denver,39.7392,-104.9903,1599
06/01/2025 02:00,-5.1,0,74,Denver,39.7392,-104.9903,1599
06/01/2025 03:00,-5.5,0,76,Denver,39.7392,-104.9903,1599
06/01/2025 04:00,-5.4,0,75,Denver,39.7392,-104.9903,1599
06/01/2025 05:00,-5.8,0,74,Denver,39.7392,-104.9903,1599
06/01/2025 06:00,-6.3,0,72,Denver,39.7392,-104.9903,1599
06/01/2025 07:00,-6.7,0,68,Denver,39.7392,-104.9903,1599
06/01/2025 08:00,-8.3,0,80,Denver,39.7392,-104.9903,1599
06/01/2025 09:00,-8.6,0,79,Denver,39.7392,-104.9903,1599
06/01/2025 10:00,-8,0,72,Denver,39.7392,-104.9903,1599
06/01/2025 11:00,-7.1,0,64,Denver,39.7392,-104.9903,1599
06/01/2025 12:00,-4.8,0,54,Denver,39.7392,-104.9903,1599
06/01/2025 13:00,-2.7,0,47,Denver,39.7392,-104.9903,1599
06/01/2025 14:00,-0.2,0,40,Denver,39.7392,-104.9903,1599
06/01/2025 15:00,2.1,0,34,Denver,39.7392,-104.9903,1599
06/01/2025 16:00,2.9,0,37,Denver,39.7392,-104.9903,1599
06/01/2025 17:00,2.2,0,46,Denver,39.7392,-104.9903,1599
06/01/2025 18:00,1,0,53,Denver,39.7392,-104.9903,1599
06/01/2025 19:00,-1,0,64,Denver,39.7392,-104.9903,1599
06/01/2025 20:00,-0.8,0,81,Denver,39.7392,-104.9903,1599
06/01/2025 21:00,-1.2,0,85,Denver,39.7392,-104.9903,1599
06/01/2025 22:00,-1.6,0.1,87,Denver,39.7392,-104.9903,1599
06/01/2025 23:00,-1.8,0,85,Denver,39.7392,-104.9903,1599
07/01/2025 00:00,-2,0,84,Denver,39.7392,-104.9903,1599
07/01/2025 01:00,-2,0,83,Denver,39.7392,-104.9903,1599
07/01/2025 02:00,-2.1,0,84,Denver,39.7392,-104.9903,1599
07/01/2025 03:00,-2.2,0.1,85,Denver,39.7392,-104.9903,1599
07/01/2025 04:00,-2.3,0.1,86,Denver,39.7392,-104.9903,1599
07/01/2025 05:00,-2.6,0.2,88,Denver,39.7392,-104.9903,1599
07/01/2025 06:00,-2.7,0.3,88,Denver,39.7392,-104.9903,1599
07/01/2025 07:00,-3,0.3,88,Denver,39.7392,-104.9903,1599
07/01/2025 08:00,-3.5,0.3,87,Denver,39.7392,-104.9903,1599
07/01/2025 09:00,-3.8,0.5,89,Denver,39.7392,-104.9903,1599
07/01/2025 10:00,-4.1,0.5,87,Denver,39.7392,-104.9903,1599
07/01/2025 11:00,-4.7,0.5,86,Denver,39.7392,-104.9903,1599
07/01/2025 12:00,-5,0.4,85,Denver,39.7392,-104.9903,1599
07/01/2025 13:00,-4.9,0.3,83,Denver,39.7392,-104.9903,1599
07/01/2025 14:00,-4.7,0.2,82,Denver,39.7392,-104.9903,1599
07/01/2025 15:00,-4.2,0.1,78,Denver,39.7392,-104.9903,1599
07/01/2025 16:00,-3.8,0,74,Denver,39.7392,-104.9903,1599
07/01/2025 17:00,-4.6,0,76,Denver,39.7392,-104.9903,1599
07/01/2025 18:00,-5.7,0,73,Denver,39.7392,-104.9903,1599
07/01/2025 19:00,-6.6,0,76,Denver,39.7392,-104.9903,1599
07/01/2025 20:00,-5,0,81,Denver,39.7392,-104.9903,1599
07/01/2025 21:00,-5.2,0,80,Denver,39.7392,-104.9903,1599
07/01/2025 22:00,-7.8,0,83,Denver,39.7392,-104.9903,1599
07/01/2025 23:00,-8.1,0,83,Denver,39.7392,-104.9903,1599
